QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.577912	148.908138	974.089966	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	-35.577860	148.907811	40.000000	1
2	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.578321	148.907375	500.000000	1
3	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.578538	148.905196	500.000000	1
4	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.583692	148.905188	500.000000	1
5	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.583645	148.905920	500.000000	1
6	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.579577	148.905860	500.000000	1
7	0	10	18	4.000000	0.000000	100.000000	0.000000	-35.580060	148.906593	100.000000	1
8	0	10	18	4.000000	0.000000	100.000000	0.000000	-35.580060	148.906593	500.000000	1
9	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.578758	148.905841	500.000000	1
10	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.576577	148.905770	500.000000	1
11	0	10	16	0.000000	0.000000	0.000000	0.000000	-35.578252	148.907273	50.000000	1
12	0	0	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
